Wind speed,Linear,Nonlinear,IMF1+IMF2,Linear_Subseries,Nonlinear(t-1),Nonlinear(t-2),Nonlinear(t-3),Nonlinear(t-4),Linear_Pred,Nonlinear_Pred,y(t-1),y(t-2),y(t-3),y(t-4),Linear_Subseries_Pred
6.68,6.974,-0.299,0.544,6.131,0.335,0.059,-0.345,0.198,6.936,-0.314,7.528,6.889,5.963,6.355,6.135
6.49,6.546,-0.06,0.492,5.994,-0.299,0.335,0.059,-0.345,6.51,-0.027,6.675,7.528,6.889,5.963,5.997
6.69,6.342,0.349,0.85,5.84,-0.06,-0.299,0.335,0.059,6.503,0.256,6.485,6.675,7.528,6.889,5.841
5.95,6.261,-0.314,0.272,5.676,0.349,-0.06,-0.299,0.335,6.319,-0.228,6.69,6.485,6.675,7.528,5.679
6.13,5.961,0.167,0.624,5.503,-0.314,0.349,-0.06,-0.299,6.044,0.079,5.947,6.69,6.485,6.675,5.505
5.2,5.256,-0.056,-0.128,5.328,0.167,-0.314,0.349,-0.06,5.51,-0.049,6.127,5.947,6.69,6.485,5.33
4.57,4.514,0.058,-0.581,5.153,-0.056,0.167,-0.314,0.349,4.461,0.036,5.2,6.127,5.947,6.69,5.154
3.94,4.081,-0.137,-1.038,4.982,0.058,-0.056,0.167,-0.314,4.222,-0.05,4.572,5.2,6.127,5.947,4.982
4.14,3.96,0.181,-0.678,4.82,-0.137,0.058,-0.056,0.167,3.942,0.141,3.944,4.572,5.2,6.127,4.82
3.79,3.963,-0.177,-0.884,4.67,0.181,-0.137,0.058,-0.056,3.936,-0.075,4.142,3.944,4.572,5.2,4.669
4.17,4.051,0.115,-0.371,4.536,-0.177,0.181,-0.137,0.058,3.944,0.113,3.786,4.142,3.944,4.572,4.535
4.18,4.285,-0.106,-0.241,4.42,0.115,-0.177,0.181,-0.137,4.248,-0.005,4.165,3.786,4.142,3.944,4.419
4.85,4.769,0.077,0.523,4.322,-0.106,0.115,-0.177,0.181,4.548,0.115,4.179,4.165,3.786,4.142,4.32
5.18,5.17,0.015,0.939,4.245,0.077,-0.106,0.115,-0.177,5.352,0.015,4.845,4.179,4.165,3.786,4.242
4.81,4.998,-0.191,0.62,4.187,0.015,0.077,-0.106,0.115,5.12,-0.06,5.185,4.845,4.179,4.165,4.185
4.48,4.296,0.183,0.344,4.136,-0.191,0.015,0.077,-0.106,4.379,0.247,4.807,5.185,4.845,4.179,4.142
3.72,3.566,0.149,-0.363,4.078,0.183,-0.191,0.015,0.077,3.692,0.013,4.48,4.807,5.185,4.845,4.079
2.79,3.295,-0.504,-1.208,4.0,0.149,0.183,-0.191,0.015,3.245,-0.33,3.715,4.48,4.807,5.185,4.005
3.67,3.434,0.24,-0.214,3.889,-0.504,0.149,0.183,-0.191,3.441,0.429,2.792,3.715,4.48,4.807,3.892
3.96,3.528,0.43,0.212,3.746,0.24,-0.504,0.149,0.183,3.583,0.278,3.674,2.792,3.715,4.48,3.743
2.93,3.588,-0.661,-0.656,3.584,0.43,0.24,-0.504,0.149,3.336,-0.558,3.958,3.674,2.792,3.715,3.582
3.95,3.839,0.108,0.531,3.416,-0.661,0.43,0.24,-0.504,3.864,0.244,2.927,3.958,3.674,2.792,3.416
4.36,3.86,0.503,1.108,3.255,0.108,-0.661,0.43,0.24,4.192,0.443,3.947,2.927,3.958,3.674,3.255
2.9,3.32,-0.423,-0.22,3.118,0.503,0.108,-0.661,0.43,3.282,-0.309,4.363,3.947,2.927,3.958,3.111
2.73,2.807,-0.075,-0.321,3.053,-0.423,0.503,0.108,-0.661,2.658,-0.067,2.897,4.363,3.947,2.927,3.015
3.25,2.832,0.423,0.139,3.116,-0.075,-0.423,0.503,0.108,2.991,0.301,2.732,2.897,4.363,3.947,3.092
2.82,3.318,-0.495,-0.513,3.336,0.423,-0.075,-0.423,0.503,3.086,-0.31,3.255,2.732,2.897,4.363,3.324
4.31,3.808,0.501,0.68,3.629,-0.495,0.423,-0.075,-0.423,3.77,0.288,2.823,3.255,2.732,2.897,3.698
3.49,3.903,-0.412,-0.393,3.885,0.501,-0.495,0.423,-0.075,4.012,-0.338,4.309,2.823,3.255,2.732,3.883
4.14,3.947,0.19,0.132,4.005,-0.412,0.501,-0.495,0.423,3.643,0.191,3.491,4.309,2.823,3.255,4.032
4.06,4.012,0.048,0.133,3.927,0.19,-0.412,0.501,-0.495,4.348,0.058,4.137,3.491,4.309,2.823,3.925
3.79,3.92,-0.13,0.044,3.747,0.048,0.19,-0.412,0.501,3.857,-0.114,4.06,4.137,3.491,4.309,3.646
3.73,3.604,0.129,0.15,3.583,-0.13,0.048,0.19,-0.412,3.68,0.077,3.791,4.06,4.137,3.491,3.604
3.02,3.221,-0.197,-0.426,3.45,0.129,-0.13,0.048,0.19,3.291,-0.072,3.733,3.791,4.06,4.137,3.503
3.45,3.072,0.374,0.108,3.338,-0.197,0.129,-0.13,0.048,3.014,0.226,3.024,3.733,3.791,4.06,3.345
2.69,3.202,-0.512,-0.533,3.223,0.374,-0.197,0.129,-0.13,3.177,-0.324,3.446,3.024,3.733,3.791,3.237
3.87,3.376,0.494,0.822,3.048,-0.512,0.374,-0.197,0.129,3.401,0.351,2.69,3.446,3.024,3.733,3.063
2.74,3.013,-0.278,-0.04,2.776,0.494,-0.512,0.374,-0.197,3.369,-0.213,3.87,2.69,3.446,3.024,2.773
2.24,2.286,-0.049,-0.232,2.469,-0.278,0.494,-0.512,0.374,2.091,0.027,2.736,3.87,2.69,3.446,2.414
2.12,1.81,0.308,-0.103,2.222,-0.049,-0.278,0.494,-0.512,1.963,0.218,2.237,2.736,3.87,2.69,2.217
1.67,1.957,-0.283,-0.436,2.109,0.308,-0.049,-0.278,0.494,1.806,-0.315,2.119,2.237,2.736,3.87,2.097
2.42,2.458,-0.039,0.288,2.131,-0.283,0.308,-0.049,-0.278,2.418,0.081,1.673,2.119,2.237,2.736,2.175
2.9,2.596,0.308,0.639,2.265,-0.039,-0.283,0.308,-0.049,2.756,0.257,2.419,1.673,2.119,2.237,2.226
2.15,2.315,-0.17,-0.339,2.484,0.308,-0.039,-0.283,0.308,2.177,-0.206,2.904,2.419,1.673,2.119,2.469
2.2,2.326,-0.124,-0.526,2.728,-0.17,0.308,-0.039,-0.283,2.134,-0.104,2.146,2.904,2.419,1.673,2.747
3.07,2.876,0.19,0.141,2.926,-0.124,-0.17,0.308,-0.039,2.952,0.197,2.202,2.146,2.904,2.419,2.937
3.33,3.43,-0.104,0.279,3.047,0.19,-0.124,-0.17,0.308,3.373,0.005,3.066,2.202,2.146,2.904,3.035
3.62,3.479,0.141,0.511,3.109,-0.104,0.19,-0.124,-0.17,3.49,0.041,3.326,3.066,2.202,2.146,3.093
2.97,3.143,-0.172,-0.17,3.142,0.141,-0.104,0.19,-0.124,3.207,-0.179,3.62,3.326,3.066,2.202,3.141
2.95,2.936,0.018,-0.233,3.187,-0.172,0.141,-0.104,0.19,2.897,0.099,2.971,3.62,3.326,3.066,3.166
3.22,3.015,0.207,-0.046,3.268,0.018,-0.172,0.141,-0.104,3.063,0.168,2.954,2.971,3.62,3.326,3.272
3.01,3.235,-0.222,-0.39,3.403,0.207,0.018,-0.172,0.141,3.133,-0.203,3.222,2.954,2.971,3.62,3.384
3.73,3.644,0.091,0.131,3.604,-0.222,0.207,0.018,-0.172,3.406,0.055,3.013,3.222,2.954,2.971,3.602
4.22,4.215,0.002,0.355,3.862,0.091,-0.222,0.207,0.018,4.212,0.033,3.735,3.013,3.222,2.954,3.863
4.71,4.643,0.068,0.55,4.161,0.002,0.091,-0.222,0.207,4.649,0.024,4.216,3.735,3.013,3.222,4.143
4.47,4.654,-0.185,-0.018,4.488,0.068,0.002,0.091,-0.222,4.685,-0.113,4.711,4.216,3.735,3.013,4.483
4.82,4.486,0.337,-0.003,4.827,-0.185,0.068,0.002,0.091,4.409,0.163,4.469,4.711,4.216,3.735,4.821
4.23,4.546,-0.315,-0.928,5.159,0.337,-0.185,0.068,0.002,4.541,-0.267,4.824,4.469,4.711,4.216,5.163
5.13,5.054,0.074,-0.337,5.465,-0.315,0.337,-0.185,0.068,4.825,0.112,4.231,4.824,4.469,4.711,5.462
5.88,5.672,0.208,0.146,5.733,0.074,-0.315,0.337,-0.185,5.73,0.146,5.128,4.231,4.824,4.469,5.73
5.93,6.094,-0.164,-0.024,5.954,0.208,0.074,-0.315,0.337,5.905,-0.214,5.88,5.128,4.231,4.824,5.957
6.43,6.433,-0.006,0.311,6.117,-0.164,0.208,0.074,-0.315,6.324,-0.05,5.93,5.88,5.128,4.231,6.123
6.88,6.795,0.085,0.667,6.213,-0.006,-0.164,0.208,0.074,6.824,0.069,6.428,5.93,5.88,5.128,6.223
7.12,7.017,0.105,0.889,6.233,0.085,-0.006,-0.164,0.208,7.049,-0.003,6.88,6.428,5.93,5.88,6.243
6.66,6.833,-0.174,0.479,6.18,0.105,0.085,-0.006,-0.164,6.957,-0.23,7.122,6.88,6.428,5.93,6.186
6.35,6.241,0.11,0.272,6.079,-0.174,0.105,0.085,-0.006,6.395,0.03,6.659,7.122,6.88,6.428,6.073
5.63,5.515,0.114,-0.328,5.956,0.11,-0.174,0.105,0.085,5.646,0.005,6.351,6.659,7.122,6.88,5.96
4.93,5.068,-0.138,-0.911,5.841,0.114,0.11,-0.174,0.105,5.02,-0.199,5.628,6.351,6.659,7.122,5.839
5.18,5.162,0.017,-0.579,5.758,-0.138,0.114,0.11,-0.174,5.064,-0.013,4.93,5.628,6.351,6.659,5.759
5.78,5.645,0.135,0.064,5.716,0.017,-0.138,0.114,0.11,5.563,0.075,5.179,4.93,5.628,6.351,5.722
6.15,6.168,-0.019,0.428,5.72,0.135,0.017,-0.138,0.114,6.051,-0.115,5.78,5.179,4.93,5.628,5.711
6.31,6.452,-0.146,0.53,5.775,-0.019,0.135,0.017,-0.138,6.459,-0.15,6.149,5.78,5.179,4.93,5.768
6.66,6.448,0.212,0.777,5.884,-0.146,-0.019,0.135,0.017,6.481,0.137,6.305,6.149,5.78,5.179,5.875
6.31,6.323,-0.008,0.272,6.042,0.212,-0.146,-0.019,0.135,6.326,-0.09,6.661,6.305,6.149,5.78,6.041
6.23,6.389,-0.156,0.0,6.234,-0.008,0.212,-0.146,-0.019,6.269,-0.169,6.314,6.661,6.305,6.149,6.235
6.83,6.681,0.148,0.388,6.441,-0.156,-0.008,0.212,-0.146,6.713,0.107,6.233,6.314,6.661,6.305,6.439
6.82,6.814,0.006,0.169,6.651,0.148,-0.156,-0.008,0.212,6.908,-0.01,6.829,6.233,6.314,6.661,6.648
6.46,6.573,-0.111,-0.386,6.848,0.006,0.148,-0.156,-0.008,6.575,-0.078,6.82,6.829,6.233,6.314,6.848
6.38,6.265,0.111,-0.644,7.02,-0.111,0.006,0.148,-0.156,6.237,0.081,6.462,6.82,6.829,6.233,7.023
6.36,6.365,-0.003,-0.792,7.154,0.111,-0.111,0.006,0.148,6.261,-0.02,6.376,6.462,6.82,6.829,7.157
6.76,6.956,-0.196,-0.491,7.25,-0.003,0.111,-0.111,0.006,6.82,-0.051,6.362,6.376,6.462,6.82,7.25
7.76,7.542,0.221,0.451,7.311,-0.196,-0.003,0.111,-0.111,7.568,0.251,6.76,6.362,6.376,6.462,7.317
7.61,7.643,-0.036,0.268,7.339,0.221,-0.196,-0.003,0.111,7.669,-0.029,7.763,6.76,6.362,6.376,7.342
7.3,7.423,-0.127,-0.04,7.337,-0.036,0.221,-0.196,-0.003,7.359,-0.095,7.607,7.763,6.76,6.362,7.34
7.31,7.269,0.037,-0.01,7.316,-0.127,-0.036,0.221,-0.196,7.366,0.114,7.296,7.607,7.763,6.76,7.314
7.37,7.249,0.119,0.079,7.29,0.037,-0.127,-0.036,0.221,7.287,0.14,7.306,7.296,7.607,7.763,7.292
7.12,7.232,-0.11,-0.145,7.267,0.119,0.037,-0.127,-0.036,7.198,-0.09,7.369,7.306,7.296,7.607,7.27
7.1,7.191,-0.087,-0.136,7.241,-0.11,0.119,0.037,-0.127,7.18,-0.007,7.122,7.369,7.306,7.296,7.254
7.36,7.167,0.192,0.153,7.205,-0.087,-0.11,0.119,0.037,7.204,0.205,7.105,7.122,7.369,7.306,7.205
7.01,7.135,-0.125,-0.132,7.143,0.192,-0.087,-0.11,0.119,7.143,-0.061,7.358,7.105,7.122,7.369,7.158
7.05,7.042,0.01,0.041,7.01,-0.125,0.192,-0.087,-0.11,7.077,0.015,7.01,7.358,7.105,7.122,7.045
6.79,6.798,-0.012,-0.001,6.786,0.01,-0.125,0.192,-0.087,6.918,0.046,7.051,7.01,7.358,7.105,6.782
6.54,6.451,0.094,0.073,6.472,-0.012,0.01,-0.125,0.192,6.469,0.088,6.786,7.051,7.01,7.358,6.487
6.0,6.119,-0.115,-0.119,6.122,0.094,-0.012,0.01,-0.125,6.199,-0.078,6.545,6.786,7.051,7.01,6.086
5.9,5.857,0.045,0.099,5.802,-0.115,0.094,-0.012,0.01,5.911,0.051,6.003,6.545,6.786,7.051,5.811
5.65,5.604,0.043,0.094,5.552,0.045,-0.115,0.094,-0.012,5.675,0.05,5.902,6.003,6.545,6.786,5.556
5.31,5.377,-0.067,-0.087,5.397,0.043,0.045,-0.115,0.094,5.351,-0.036,5.647,5.902,6.003,6.545,5.391
5.37,5.299,0.07,0.045,5.324,-0.067,0.043,0.045,-0.115,5.279,0.042,5.309,5.647,5.902,6.003,5.342
5.35,5.39,-0.044,0.042,5.303,0.07,-0.067,0.043,0.045,5.38,-0.036,5.369,5.309,5.647,5.902,5.298
5.43,5.458,-0.025,0.131,5.302,-0.044,0.07,-0.067,0.043,5.503,0.025,5.345,5.369,5.309,5.647,5.307
5.38,5.286,0.094,0.078,5.301,-0.025,-0.044,0.07,-0.067,5.362,0.081,5.433,5.345,5.369,5.309,5.29
4.92,5.0,-0.083,-0.361,5.279,0.094,-0.025,-0.044,0.07,4.961,-0.062,5.379,5.433,5.345,5.369,5.295
5.04,4.985,0.055,-0.183,5.222,-0.083,0.094,-0.025,-0.044,4.895,0.03,4.918,5.379,5.433,5.345,5.224
5.17,5.252,-0.083,0.021,5.149,0.055,-0.083,0.094,-0.025,5.305,-0.015,5.039,4.918,5.379,5.433,5.132
5.49,5.411,0.08,0.404,5.086,-0.083,0.055,-0.083,0.094,5.435,0.11,5.17,5.039,4.918,5.379,5.084
5.23,5.189,0.042,0.173,5.058,0.08,-0.083,0.055,-0.083,5.251,0.003,5.49,5.17,5.039,4.918,5.046
4.79,4.893,-0.108,-0.303,5.088,0.042,0.08,-0.083,0.055,4.814,-0.112,5.231,5.49,5.17,5.039,5.079
4.98,4.968,0.014,-0.211,5.193,-0.108,0.042,0.08,-0.083,4.922,0.063,4.785,5.231,5.49,5.17,5.184
5.47,5.355,0.118,0.124,5.35,0.014,-0.108,0.042,0.08,5.343,0.11,4.982,4.785,5.231,5.49,5.369
5.57,5.664,-0.093,0.045,5.527,0.118,0.014,-0.108,0.042,5.62,-0.093,5.473,4.982,4.785,5.231,5.521
5.7,5.699,-0.003,0.006,5.69,-0.093,0.118,0.014,-0.108,5.689,-0.015,5.571,5.473,4.982,4.785,5.695
5.66,5.618,0.04,-0.151,5.809,-0.003,-0.093,0.118,0.014,5.623,0.054,5.697,5.571,5.473,4.982,5.812
5.68,5.658,0.019,-0.181,5.857,0.04,-0.003,-0.093,0.118,5.619,0.018,5.658,5.697,5.571,5.473,5.865
5.8,5.829,-0.032,-0.022,5.819,0.019,0.04,-0.003,-0.093,5.827,-0.046,5.677,5.658,5.697,5.571,5.831
5.93,5.945,-0.016,0.214,5.714,-0.032,0.019,0.04,-0.003,5.961,-0.001,5.797,5.677,5.658,5.697,5.697
5.89,5.847,0.048,0.324,5.57,-0.016,-0.032,0.019,0.04,5.901,0.067,5.929,5.797,5.677,5.658,5.58
5.61,5.602,0.006,0.2,5.408,0.048,-0.016,-0.032,0.019,5.624,-0.001,5.894,5.929,5.797,5.677,5.41
5.39,5.419,-0.027,0.15,5.243,0.006,0.048,-0.016,-0.032,5.43,-0.044,5.608,5.894,5.929,5.797,5.247
5.33,5.358,-0.032,0.241,5.086,-0.027,0.006,0.048,-0.016,5.401,0.007,5.392,5.608,5.894,5.929,5.087
5.33,5.206,0.121,0.383,4.944,-0.032,-0.027,0.006,0.048,5.327,0.091,5.327,5.392,5.608,5.894,4.947
4.63,4.795,-0.163,-0.188,4.82,0.121,-0.032,-0.027,0.006,4.875,-0.092,5.327,5.327,5.392,5.608,4.82
4.47,4.351,0.121,-0.244,4.716,-0.163,0.121,-0.032,-0.027,4.331,0.111,4.632,5.327,5.327,5.392,4.714
4.12,4.164,-0.041,-0.514,4.637,0.121,-0.163,0.121,-0.032,4.208,-0.009,4.472,4.632,5.327,5.327,4.635
4.18,4.222,-0.047,-0.408,4.584,-0.041,0.121,-0.163,0.121,4.209,0.009,4.123,4.472,4.632,5.327,4.581
4.22,4.215,0.002,-0.336,4.553,-0.047,-0.041,0.121,-0.163,4.29,0.089,4.175,4.123,4.472,4.632,4.558
4.21,4.094,0.115,-0.321,4.53,0.002,-0.047,-0.041,0.121,3.998,0.097,4.218,4.175,4.123,4.472,4.536
4.02,4.169,-0.148,-0.467,4.488,0.115,0.002,-0.047,-0.041,4.07,-0.104,4.209,4.218,4.175,4.123,4.494
4.53,4.563,-0.032,0.129,4.403,-0.148,0.115,0.002,-0.047,4.525,0.07,4.021,4.209,4.218,4.175,4.413
5.01,4.864,0.143,0.758,4.249,-0.032,-0.148,0.115,0.002,4.966,0.199,4.531,4.021,4.209,4.218,4.263
4.59,4.617,-0.028,0.579,4.01,0.143,-0.032,-0.148,0.115,4.721,-0.038,5.008,4.531,4.021,4.209,4.022
3.86,3.915,-0.053,0.16,3.701,-0.028,0.143,-0.032,-0.148,4.037,-0.098,4.589,5.008,4.531,4.021,3.691
3.06,3.162,-0.106,-0.31,3.366,-0.053,-0.028,0.143,-0.032,3.332,0.014,3.862,4.589,5.008,4.531,3.362
2.91,2.684,0.23,-0.139,3.053,-0.106,-0.053,-0.028,0.143,2.706,0.257,3.056,3.862,4.589,5.008,3.049
2.55,2.557,-0.011,-0.261,2.807,0.23,-0.106,-0.053,-0.028,2.525,-0.101,2.914,3.056,3.862,4.589,2.799
2.38,2.712,-0.335,-0.286,2.663,-0.011,0.23,-0.106,-0.053,2.628,-0.224,2.546,2.914,3.056,3.862,2.654
3.24,2.927,0.318,0.602,2.643,-0.335,-0.011,0.23,-0.106,2.945,0.36,2.377,2.546,2.914,3.056,2.628
2.97,2.896,0.077,0.222,2.752,0.318,-0.335,-0.011,0.23,2.983,0.022,3.245,2.377,2.546,2.914,2.743
2.47,2.772,-0.299,-0.45,2.922,0.077,0.318,-0.335,-0.011,2.606,-0.29,2.973,3.245,2.377,2.546,2.962
3.09,2.911,0.177,0.006,3.083,-0.299,0.077,0.318,-0.335,2.886,0.139,2.473,2.973,3.245,2.377,3.074
3.21,3.238,-0.03,0.007,3.201,0.177,-0.299,0.077,0.318,3.289,0.064,3.088,2.473,2.973,3.245,3.188
3.52,3.435,0.089,0.27,3.254,-0.03,0.177,-0.299,0.077,3.367,0.048,3.208,3.088,2.473,2.973,3.264
3.2,3.349,-0.152,-0.032,3.228,0.089,-0.03,0.177,-0.299,3.409,-0.156,3.524,3.208,3.088,2.473,3.231
3.28,3.171,0.107,0.135,3.144,-0.152,0.089,-0.03,0.177,3.164,0.083,3.197,3.524,3.208,3.088,3.133
3.01,2.98,0.033,-0.014,3.027,0.107,-0.152,0.089,-0.03,3.128,0.024,3.279,3.197,3.524,3.208,3.031
2.6,2.757,-0.159,-0.309,2.907,0.033,0.107,-0.152,0.089,2.743,-0.086,3.013,3.279,3.197,3.524,2.903
2.81,2.584,0.228,0.004,2.808,-0.159,0.033,0.107,-0.152,2.579,0.15,2.597,3.013,3.279,3.197,2.807
2.5,2.668,-0.173,-0.244,2.74,0.228,-0.159,0.033,0.107,2.553,-0.137,2.812,2.597,3.013,3.279,2.742
3.07,3.018,0.049,0.366,2.701,-0.173,0.228,-0.159,0.033,2.99,0.058,2.496,2.812,2.597,3.013,2.699
3.16,3.082,0.08,0.477,2.686,0.049,-0.173,0.228,-0.159,3.328,0.05,3.067,2.496,2.812,2.597,2.687
2.5,2.608,-0.106,-0.187,2.689,0.08,0.049,-0.173,0.228,2.583,-0.083,3.162,3.067,2.496,2.812,2.688
2.29,2.158,0.133,-0.414,2.705,-0.106,0.08,0.049,-0.173,2.063,0.055,2.502,3.162,3.067,2.496,2.7
2.34,2.393,-0.048,-0.386,2.73,0.133,-0.106,0.08,0.049,2.284,-0.107,2.291,2.502,3.162,3.067,2.729
3.04,3.146,-0.111,0.276,2.759,-0.048,0.133,-0.106,0.08,3.097,-0.046,2.345,2.291,2.502,3.162,2.758
3.58,3.479,0.105,0.798,2.786,-0.111,-0.048,0.133,-0.106,3.644,0.17,3.035,2.345,2.291,2.502,2.784
3.27,3.001,0.27,0.459,2.811,0.105,-0.111,-0.048,0.133,3.025,0.048,3.584,3.035,2.345,2.291,2.808
1.99,2.437,-0.447,-0.843,2.833,0.27,0.105,-0.111,-0.048,2.342,-0.449,3.27,3.584,3.035,2.345,2.832
2.8,2.606,0.196,-0.049,2.851,-0.447,0.27,0.105,-0.111,2.526,0.194,1.99,3.27,3.584,3.035,2.85
3.28,3.129,0.146,0.41,2.865,0.196,-0.447,0.27,0.105,3.301,0.155,2.802,1.99,3.27,3.584,2.865
3.21,3.301,-0.086,0.333,2.882,0.146,0.196,-0.447,0.27,3.146,-0.168,3.275,2.802,1.99,3.27,2.877
3.13,3.126,0.005,0.225,2.906,-0.086,0.146,0.196,-0.447,3.111,-0.149,3.215,3.275,2.802,1.99,2.904
2.94,3.02,-0.08,-0.004,2.944,0.005,-0.086,0.146,0.196,3.077,-0.051,3.131,3.215,3.275,2.802,2.941
3.25,3.033,0.214,0.251,2.995,-0.08,0.005,-0.086,0.146,3.113,0.178,2.94,3.131,3.215,3.275,2.996
2.87,2.901,-0.029,-0.179,3.051,0.214,-0.08,0.005,-0.086,2.937,-0.158,3.247,2.94,3.131,3.215,3.055
2.63,2.759,-0.129,-0.47,3.099,-0.029,0.214,-0.08,0.005,2.62,-0.212,2.872,3.247,2.94,3.131,3.099
3.09,2.943,0.143,-0.045,3.131,-0.129,-0.029,0.214,-0.08,2.888,0.078,2.63,2.872,3.247,2.94,3.132
3.21,3.252,-0.045,0.059,3.147,0.143,-0.129,-0.029,0.214,3.37,-0.026,3.086,2.63,2.872,3.247,3.141
3.42,3.362,0.057,0.27,3.149,-0.045,0.143,-0.129,-0.029,3.243,-0.01,3.206,3.086,2.63,2.872,3.151
3.47,3.361,0.113,0.332,3.142,0.057,-0.045,0.143,-0.129,3.302,-0.098,3.419,3.206,3.086,2.63,3.142
3.36,3.542,-0.181,0.234,3.127,0.113,0.057,-0.045,0.143,3.502,-0.249,3.474,3.419,3.206,3.086,3.129
3.75,3.766,-0.018,0.641,3.108,-0.181,0.113,0.057,-0.045,3.87,0.07,3.361,3.474,3.419,3.206,3.108
4.01,3.626,0.384,0.922,3.088,-0.018,-0.181,0.113,0.057,3.714,0.217,3.748,3.361,3.474,3.419,3.086
2.93,3.176,-0.242,-0.144,3.078,0.384,-0.018,-0.181,0.113,3.168,-0.402,4.01,3.748,3.361,3.474,3.072
2.83,2.925,-0.095,-0.259,3.089,-0.242,0.384,-0.018,-0.181,2.882,-0.171,2.934,4.01,3.748,3.361,3.084
2.96,2.92,0.037,-0.174,3.131,-0.095,-0.242,0.384,-0.018,3.109,0.189,2.83,2.934,4.01,3.748,3.125
3.39,2.86,0.531,0.176,3.215,0.037,-0.095,-0.242,0.384,2.799,0.245,2.956,2.83,2.934,4.01,3.207
2.11,2.865,-0.753,-1.24,3.352,0.531,0.037,-0.095,-0.242,2.666,-0.699,3.391,2.956,2.83,2.934,3.342
3.81,3.424,0.389,0.271,3.542,-0.753,0.531,0.037,-0.095,3.178,0.299,2.111,3.391,2.956,2.83,3.536
4.22,4.163,0.054,0.448,3.769,0.389,-0.753,0.531,0.037,4.399,0.122,3.813,2.111,3.391,2.956,3.772
4.46,4.508,-0.046,0.452,4.01,0.054,0.389,-0.753,0.531,4.262,-0.098,4.217,3.813,2.111,3.391,4.005
4.31,4.406,-0.093,0.067,4.246,-0.046,0.054,0.389,-0.753,4.503,-0.159,4.462,4.217,3.813,2.111,4.246
4.47,4.364,0.109,0.02,4.453,-0.093,-0.046,0.054,0.389,4.249,0.067,4.312,4.462,4.217,3.813,4.455
4.62,4.629,-0.007,0.006,4.616,0.109,-0.093,-0.046,0.054,4.664,0.034,4.473,4.312,4.462,4.217,4.618
4.84,4.875,-0.033,0.103,4.739,-0.007,0.109,-0.093,-0.046,4.896,-0.045,4.622,4.473,4.312,4.462,4.729
4.86,4.803,0.054,0.026,4.832,-0.033,-0.007,0.109,-0.093,4.83,0.0,4.842,4.622,4.473,4.312,4.835
4.59,4.656,-0.07,-0.318,4.904,0.054,-0.033,-0.007,0.109,4.539,-0.038,4.858,4.842,4.622,4.473,4.904
4.86,4.784,0.08,-0.101,4.966,-0.07,0.054,-0.033,-0.007,4.79,0.072,4.586,4.858,4.842,4.622,4.967
4.99,5.084,-0.093,-0.032,5.022,0.08,-0.07,0.054,-0.033,5.094,-0.034,4.864,4.586,4.858,4.842,5.023
5.32,5.224,0.098,0.242,5.08,-0.093,0.08,-0.07,0.054,5.204,0.084,4.991,4.864,4.586,4.858,5.077
5.11,5.116,-0.006,-0.029,5.139,0.098,-0.093,0.08,-0.07,5.134,-0.038,5.322,4.991,4.864,4.586,5.143
4.89,4.995,-0.107,-0.288,5.176,-0.006,0.098,-0.093,0.08,4.977,-0.066,5.109,5.322,4.991,4.864,5.196
5.23,5.104,0.124,0.054,5.174,-0.107,-0.006,0.098,-0.093,5.041,0.126,4.888,5.109,5.322,4.991,5.173
5.37,5.34,0.026,0.212,5.154,0.124,-0.107,-0.006,0.098,5.369,-0.02,5.228,4.888,5.109,5.322,5.131
5.34,5.438,-0.1,0.189,5.149,0.026,0.124,-0.107,-0.006,5.44,-0.12,5.366,5.228,4.888,5.109,5.147
5.35,5.273,0.075,0.163,5.185,-0.1,0.026,0.124,-0.107,5.336,0.039,5.338,5.366,5.228,4.888,5.175
5.03,4.986,0.046,-0.242,5.275,0.075,-0.1,0.026,0.124,5.019,0.005,5.348,5.338,5.366,5.228,5.279
4.85,4.934,-0.08,-0.572,5.426,0.046,0.075,-0.1,0.026,4.814,-0.085,5.032,5.348,5.338,5.366,5.413
5.45,5.346,0.108,-0.186,5.641,-0.08,0.046,0.075,-0.1,5.209,0.021,4.854,5.032,5.348,5.338,5.633
5.96,6.028,-0.064,0.065,5.899,0.108,-0.08,0.046,0.075,5.946,-0.085,5.454,4.854,5.032,5.348,5.905
6.61,6.591,0.023,0.44,6.174,-0.064,0.108,-0.08,0.046,6.499,0.006,5.963,5.454,4.854,5.032,6.167
7.04,6.91,0.131,0.6,6.442,0.023,-0.064,0.108,-0.08,6.822,0.007,6.614,5.963,5.454,4.854,6.445
7.08,7.207,-0.13,0.402,6.675,0.131,0.023,-0.064,0.108,7.106,-0.191,7.041,6.614,5.963,5.454,6.68
7.73,7.624,0.102,0.877,6.848,-0.13,0.131,0.023,-0.064,7.585,0.0,7.077,7.041,6.614,5.963,6.86
7.74,7.805,-0.063,0.798,6.944,0.102,-0.13,0.131,0.023,7.991,-0.062,7.726,7.077,7.041,6.614,6.948
7.57,7.421,0.15,0.596,6.975,-0.063,0.102,-0.13,0.131,7.508,0.037,7.742,7.726,7.077,7.041,6.96
6.56,6.637,-0.077,-0.406,6.965,0.15,-0.063,0.102,-0.13,6.796,-0.173,7.572,7.742,7.726,7.077,6.973
